Game Title,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Console Freq,Genre Freq
Wand of Fortune Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126,1340,1893
Kurogane Kaikitan,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2015,3,3,680,1893
Sakura-Sou no Pet na Kanojo,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,22,439,1340,2003
Satisfashion,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2010,76,2,1357,2003
Toro to Morimori,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,568,12,1348,2003
Brain Exercise with Dr. Kawashima,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,333,9,1560,2003
Ro-Kyu-Bu! Secret Photo Op,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,22,439,680,2003
Super Robot Monkey Team: Game Boy Advance Video Volume 1,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2005,227,28,899,2003
Bunmei Kaika: Aoiza Ibunroku Saien,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,38,439,1340,2003
Bakumatsu Rock,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,6,439,1340,2003
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,6,5,2395,2003
Doki-Doki Universe,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2013,568,1,680,2003
Isshoni Gohan. Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,1,439,1340,2003
htoL #NiQ: Hotaru no Nikki,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2015,139,439,680,2003
Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,38,209,562,2003
Ouka Sengoku Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,47,439,1340,2003
DJ Max Respect,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,36,1,908,2003
Princess Arthur,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,196,439,1340,2003
Miyako: Awayuki no Utage,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,196,439,1340,2003
Konami Classics Vol. 2,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2009,769,409,1302,2003
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,333,123,2395,2003
Games Around the World,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2010,59,19,2395,2003
Nodame Cantabile,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,62,66,2125,2003
Rayman Raving Rabbids,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2006,1012,3,1560,2003
1/2 Summer +,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,7,439,1340,2003
Geten no Hana: Yume Akari,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,196,439,1340,2003
Diary Girl,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2008,769,409,2395,2003
Abunai: Koi no Sousa Shitsu,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,28,439,1340,2003
Magic Encyclopedia: Moonlight,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2010,5,7,2395,2003
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",7.101890450799806,0.01,0.0,0.01,0.0,0.0,2002,1,1,2125,2003
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,7,7,2125,2003
50 Classic Games,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2012,2,439,562,2003
World Poker Tour,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2005,183,1,899,2003
The Legend of Heroes VI: Sora no Kiseki the 3rd,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,16,439,1348,2003
Castle of Shikigami III,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,36,15,1302,1485
Deadfall Adventures,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2013,37,3,1302,1485
Burn Zombie Burn!,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2010,4,2,1560,1485
Kokuga,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,3,1,562,1485
Aliens versus Predator,8.7,0.01,0.0,0.0,0.01,0.0,1999,11,51,1560,1485
Defender,3.5,0.01,0.0,0.0,0.0,0.0,2002,255,2,899,1485
Duke Nukem Advance,8.5,0.01,0.0,0.0,0.0,0.0,2002,53,58,899,1485
Ziggurat,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2015,1,4,524,1485
Tom Clancy's Ghost Recon Advanced Warfighter 2,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2007,1012,8,1560,1485
Zero Cho Aniki,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,10,2,1340,1485
Oretachi no Sabage Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,1,1,1340,1485
Chaos Field,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2005,6,11,528,1485
World War II Combat: Iwo Jima,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2006,7,3,836,1485
Smart Kid's Mega Game Mix,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2009,53,9,2395,2003
Nobunaga no Yabou Online: Houou no Shou,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,196,439,1348,2003
Postman Pat: Special Delivery Service,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,11,6,2395,2003
Cosmetic Paradise: Make no Kiseki,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,4,11,2395,2003
Ninja Gaiden Sigma 2,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,196,439,680,2003
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,195,9,2395,2003
Shinobi Koutsutsu,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,196,439,1340,2003
Totally Spies! Totally Party,7.101890450799806,0.02,0.01,0.0,0.01,0.0,2009,29,2,2125,2003
Freaky Flyers,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2003,255,36,528,1431
Rally Championship,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2003,61,20,528,1431
RalliSport Challenge (JP sales),7.101890450799806,0.01,0.0,0.01,0.0,0.0,2002,38,13,836,1431
Grooverider: Slot Car Thunder,4.5,0.01,0.01,0.0,0.0,0.0,2003,13,4,528,1431
Turbo: Super Stunt Squad,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2013,54,29,1302,1431
Monster Jam,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2007,1044,58,1560,1431
Powerdrome,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2004,10,22,836,1431
Dragon Zakura DS,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,843,2,2395,2003
DiRT 4,9.2,0.01,0.0,0.0,0.01,0.0,2017,115,75,1560,1431
Freekstyle,7.2,0.01,0.01,0.0,0.0,0.0,2003,46,13,899,1431
Thunder Alley,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2004,24,4,899,1431
MotoGP 14,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2014,327,37,680,1431
Smuggler's Run,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2002,34,51,899,1431
Sonic & Sega All-Stars Racing Transformed,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2014,640,39,1560,1431
Moto Racer Advance,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2002,1012,2,899,1431
Colin McRae Rally 04,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2004,168,75,1560,1431
WRC: FIA World Rally Championship,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,210,21,1560,1431
Super PickUps,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2009,24,15,1357,1431
Road Trip: Shifting Gears,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2004,61,20,899,1431
Grooverider: Slot Car Thunder,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2003,13,4,836,1431
Rock N' Roll Racing,7.101890450799806,0.01,0.0,0.01,0.0,0.0,1993,1,1,197,1431
Turbo Trainz,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2020,210,1,1357,1431
Furious Karting,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2003,335,2,836,1431
Hot Wheels: Stunt Track Challenge / World Race,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2006,34,6,899,1431
TimeShift,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2007,75,14,1560,1485
Conflict: Denied Ops,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,209,21,1560,1485
Army Men: Air Combat - The Elite Missions,3.8,0.01,0.01,0.0,0.0,0.0,2003,45,34,528,1485
Greg Hastings' Tournament Paintball Max'd,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2006,1044,5,2125,1485
Mothergunship,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2018,15,2,524,1485
The Chronicles of Riddick: Assault on Dark Athena,8.0,0.01,0.0,0.0,0.01,0.0,2009,335,3,1560,1485
Borderlands: Game of the Year Edition,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2010,121,39,1348,1485
Command & Conquer Renegade,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2002,843,12,1560,1485
F.E.A.R. Perseus Mandate,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2007,75,1,1560,1485
Mamoru-kun wa Norowarete Shimatta!,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,3,2,1302,1485
CT Special Forces 2: Back in the Trenches,7.4,0.01,0.01,0.0,0.0,0.0,2004,13,2,899,1485
Deus Ex,9.2,0.01,0.0,0.0,0.01,0.0,2000,209,6,1560,1485
Inversion,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2012,333,14,1560,1485
Radirgy Noa Wii,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,3,11,1357,1485
Deep Black,7.101890450799806,0.01,0.0,0.0,0.0,0.0,2008,130,1,1560,1485
Call of Duty,7.0,0.01,0.0,0.0,0.01,0.0,2003,1044,28,1560,1485
Tom Clancy's Splinter Cell,7.101890450799806,0.01,0.0,0.0,0.0,0.0,2003,1012,196,1560,1485
Call of Juarez,6.7,0.01,0.0,0.0,0.01,0.0,2007,1012,19,1560,1485
DoDonPachi Saidaioujou,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,9,18,1302,1485
Serious Sam II,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2005,121,7,1560,1485
Unreal Tournament 2003,9.0,0.01,0.0,0.0,0.01,0.0,2002,335,12,1560,1485
Vanark,7.101890450799806,0.02,0.01,0.0,0.01,0.0,2000,35,2,1130,1485
Big Buck Hunter Arcade,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2018,19,3,263,1485
Metal Slug Anthology,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,42,30,2125,1485
Caladrius,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,2,3,1302,1485
"Shooting Love, 200X",7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,1,1,1302,1485
BlowOut,6.5,0.01,0.01,0.0,0.0,0.0,2003,227,30,528,1485
Sniper Elite III,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2014,7,51,1560,1485
Space Invaders Revolution,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2005,28,54,2395,1485
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,1012,67,1302,1485
WinBack 2: Project Poseidon,7.101890450799806,0.02,0.01,0.0,0.01,0.0,2006,158,14,2125,1485
Turok,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,3,7,1560,1485
Tempest 4000,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2018,335,2,524,1485
Men in Black II: Alien Escape,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2003,61,4,528,1485
Pirate Blast,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2011,59,13,1357,1485
Wanted: Weapons of Fate,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,126,8,1560,1485
Damnation,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,168,3,1560,1485
Necrovision,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,6,3,1560,1485
Eschatos,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,1,1,1302,1485
Gun,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2005,1044,52,1560,1485
Armored Core: Verdict Day,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,38,69,1302,1485
Bullet Soul,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2016,112,1,1302,1485
Mothergunship,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2018,15,2,908,1485
DoDonPachi Daifukkatsu: Black Label,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,9,18,1302,1485
Space Raiders,2.9,0.01,0.01,0.0,0.0,0.0,2004,28,54,528,1485
Clive Barker's Jericho,6.4,0.01,0.0,0.0,0.01,0.0,2007,168,3,1560,1485
Gungrave VR,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2018,79,1,908,1485
Breach,6.5,0.01,0.01,0.0,0.0,0.0,2011,76,1,1560,1485
Ziggurat,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2016,15,4,908,1485
Captain Morgane and the Golden Turtle,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2012,5,8,1357,1893
Wallace & Gromit: Curse of the Were-Rabbit,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2005,769,26,836,1893
Marginal 4: Road to Galaxy,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,196,126,680,1893
Tantei Jinguuji Saburo: Hai to Diamond,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,36,8,1340,1893
The Town of Light,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2017,55,2,524,1893
Duel Love: Koisuru Otome wa Shouri no Megami,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,333,209,2395,1893
Aa Megami-samaa,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,46,56,2125,1893
Tomoyo After: It's a Wonderful Life CS Edition,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,53,7,2125,1893
Festa!! Hyper Girls Party,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,4,11,2125,1893
World Election,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,5,3,680,1893
Kiniro no Corda 3,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2015,196,89,562,1893
Accel World: Kasoku no Chouten,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2013,327,209,1340,1893
Izumo 2,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,9,5,2125,1893
Curse of the Amsterdam Diamond,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2012,1,2,2395,1893
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,85,21,1340,1893
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,437,294,2395,1893
Binary Star,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,196,9,680,1893
Last Escort: Club Katze,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,195,9,2125,1893
Tears to Tiara: Kakan no Daichi Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,15,11,1340,1893
Black Wolves Saga: Weiss und Schwarz,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,196,126,680,1893
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,36,8,2395,1893
Ostwind/Windstorm,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2017,2,1,1560,1893
Dr. Slump & Arale-Chan,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,333,209,2395,1893
Umineko no Naku Koro ni Portable 1,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,47,37,1340,1893
Resistance Dual Pack,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2011,568,12,1348,1485
Brothers in Arms: Furious 4,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2012,1012,39,1302,1485
Tempest 4000,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2018,335,2,908,1485
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,46,56,2125,1893
Darkened Skye,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2002,7,1,528,1893
Datenshi no Amai Yuuwaku x Kaikan Phrase,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,38,9,2395,1893
Bakumatsu Koihana: Shinsengumi DS,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,195,6,2395,1893
Kana: Imouto,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,24,9,1340,1893
Apollo Justice: Ace Attorney,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,437,294,562,1893
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,24,9,1340,1893
Fullmetal Alchemist: Prince of the Dawn,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,209,105,1357,1893
H2O+: Footprints in the Sand,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,51,5,2125,1893
Sekirei: Mirai Kara no Okurimono,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,47,37,2125,1893
Ishin Renka: Ryouma Gaiden,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,195,6,1340,1893
Hakuoki: Stories of the Shinsengumi,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2014,105,126,1348,1893
Hanasaku Manimani,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,112,33,680,1893
ef - a fairy tale of the two.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,6,1,2125,1893
FairlyLife: MiracleDays,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,5,3,1340,1893
Death Connection Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,196,126,1340,1893
Moe Moe 2-Ji Daisenryaku 2,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,16,13,1340,1893
"Kono Oozora ni, Tsubasa o Hirogete: Cruise Sign",7.101890450799806,0.01,0.0,0.01,0.0,0.0,2016,112,439,680,1893
Real Crimes: The Unicorn Killer,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2011,210,6,2395,1893
Really? Really! DS,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,51,25,2395,1893
Touch Detective 3: Does Funghi Dream of Bananas?,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,11,24,562,1893
No Fate! Only the Power of Will,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,47,37,1302,1893
Mystery Legends: Beauty and the Beast,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2012,8,32,1560,1893
"Hanayaka Kana, Ware ga Ichizoku",7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126,1340,1893
Myself; Yourself,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,14,10,2125,1893
Starry Sky: Spring Stories,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2016,6,439,680,1893
To Heart Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,15,15,1340,1893
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,47,37,2125,1893
Kamaitachi no Yoru 2: Tokubetsu Hen,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,17,28,1340,1893
Occultic;Nine,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33,680,1893
Harry Potter and the Chamber of Secrets,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2002,843,4,1560,1893
Jake Hunter Detective Story: Prism of Eyes,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2018,36,75,908,1893
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,2,2,2125,1893
Mystereet,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,14,4,2125,1893
Nora to Koujo to Noraneko Heart,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,3,3,680,1893
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126,1340,1893
Small Town Terrors - Galdor's Bluff,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2016,11,6,1560,1893
Vitamin Y,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,195,21,2395,1893
Memories Off #5: Togireta Film,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,112,32,1340,1893
Lucian Bee's: Resurrection Supernova,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,112,21,2125,1893
Ken ga Kimi: Momoyo Tsuzuri,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2016,6,439,680,1893
Captain Rainbow,7.0,0.01,0.0,0.01,0.0,0.0,2008,383,9,1357,1893
Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,4,908,1893
Taishou Mebiusline: Teito Bibouroku Hare,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,26,16,680,1893
"Tsumigui: Sen no Noroi, Sen no Inori for V",7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,26,16,680,1893
Tenjin Ranman: Happy GO Lucky!!,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,9,8,1340,1893
"Element Girl: Love, Fashion and Friends",7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,19,1,2395,1893
Flowers,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,53,28,680,1893
Jake Hunter Detective Story: Prism of Eyes,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2018,36,75,263,1893
Junjou Romanchika: Koi no Doki Doki Daisakusen,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,46,56,2125,1893
Heart no Kuni no Alice,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,53,28,2125,1893
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33,908,1893
Alone in the Dark (2008),7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,335,12,1560,1893
Vitamin X,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,195,21,2125,1893
Time Leap,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,53,28,1302,1893
"Shinobi, Koi Utsutsu: Kanmitsu Hana Emaki",7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,196,126,680,1893
Routes PE,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,15,11,2125,1893
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,195,24,2395,1893
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33,908,1893
Gobliiins 4,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,23,1,1560,1893
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,24,9,1340,1893
Wand of Fortune,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,196,126,2125,1893
S.Y.K: Shinsetsu Saiyuuki Portable,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126,1340,1893
Occultic;Nine,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33,908,1893
Cake-ya San Monogatari: Ooishii Sweets o Tsukurou!,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,16,16,562,1893
CSI: Hard Evidence,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2007,1012,59,1560,1893
Wand of Fortune: Mirai e no Prologue,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126,2125,1893
Heart no Kuni no Alice,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,53,28,1340,1893
Memories Off,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,112,32,1340,1893
Myst IV: Revelation,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2004,1012,172,1560,1893
Hayarigami 3: Keishichou Kaii Jiken File,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,54,87,1340,1893
Canvas 3: Nanairo no Kiseki,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,9,21,1340,1893
Mermaid Gothic,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,28,19,1340,1893
"Asaki, Yumemishi",7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,28,19,1340,1893
Kamiyo Gakuen Makorouku Kurunugia,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,196,126,2125,1893
Satomi Hakkenden: Hamaji Himenoki,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,28,19,1340,1893
Gakuen Alice: KiraKira * Memory Kiss,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,2,1,2125,1893
Agatha Christie: Peril at End House,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,62,4,1560,1893
Scarlett: Nichijou no Kyoukaisen,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,51,37,2125,1893
Neo Angelique Special,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,158,89,1340,1893
Real Rode,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,51,25,2125,1893
15 Days,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,19,2,1560,1893
Muv-luv Photonmelodies,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,112,33,1348,1893
Garnet Cradle Portable: Kagi no Himiko,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,196,21,1340,1893
Pia Carrot e Youkoso!! G.P. Gakuen Princess,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,9,2,2125,1893
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,9,1,2125,1893
Hoshizora no Comic Garden,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,195,21,2395,1893
Time Travelers,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,32,46,1340,1893
Hatsuyuki Sakura,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,20,439,680,1893
Sweet Honey Coming,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,51,25,2125,1893
Psychic Detective,7.101890450799806,0.01,0.01,0.0,0.0,0.0,1995,843,1,1130,1893
Sugar + Spice! Anoko no Suteki na Nanimokamo,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,47,1,2125,1893
